genomicsSampleID	siteID	plotID	nlcdClass	decimalLatitude	decimalLongitude	elevation	collectionDate	horizon	soilTemp	d15N	organicd13C	nitrogenPercent	organicCPercent	CNratio	soilInWaterpH	soilInCaClpH
CLBJ_002-M-20210506-COMP	CLBJ	CLBJ_002	deciduousForest	33.40398	-97.571138	263.1	2021-05-06	M	17.4	NA	NA	NA	NA	NA	6.432538039992389	5.547407523005221
CLBJ_006-M-20210506-COMP	CLBJ	CLBJ_006	deciduousForest	33.398235	-97.566725	275.8	2021-05-06	M	17.566666666666666	NA	NA	NA	NA	NA	5.9035265269704515	4.798404164518597
YELL_046-M-20210705-COMP	YELL	YELL_046	evergreenForest	44.952363	-110.541582	2155.4	2021-07-05	M	13.5	NA	NA	NA	NA	NA	6.480904400833558	5.8440944076186865
YELL_051-M-20210705-COMP	YELL	YELL_051	shrubScrub	44.954277	-110.541571	2119.7	2021-07-05	M	14.766666666666666	NA	NA	NA	NA	NA	5.940702007577076	5.1743139653315575
YELL_002-M-20210706-COMP	YELL	YELL_002	shrubScrub	44.932467	-110.634896	2125.1	2021-07-06	M	13.233333333333334	NA	NA	NA	NA	NA	6.1719575799457465	5.252754750792356
YELL_009-M-20210706-COMP	YELL	YELL_009	evergreenForest	44.970313	-110.501884	2000.3	2021-07-06	M	16.266666666666666	NA	NA	NA	NA	NA	6.480408848630901	5.709433668764226
YELL_048-M-20210707-COMP	YELL	YELL_048	evergreenForest	44.951273	-110.536649	2149	2021-07-07	M	14.466666666666667	NA	NA	NA	NA	NA	5.7806317606701025	4.941155897479059
YELL_016-M-20210708-COMP	YELL	YELL_016	grasslandHerbaceous	44.965771	-110.583711	2046.8	2021-07-08	M	18.733333333333334	NA	NA	NA	NA	NA	6.260324904576297	5.335123955432869
YELL_012-O-20210708-COMP	YELL	YELL_012	evergreenForest	44.944613	-110.433659	1901.5	2021-07-08	O	12.7	NA	NA	NA	NA	NA	6.556215809315752	5.906809158422522
YELL_003-M-20210708-COMP	YELL	YELL_003	shrubScrub	44.954777	-110.533202	2120.8	2021-07-08	M	18.433333333333334	NA	NA	NA	NA	NA	6.318361229686992	5.323576459791146
YELL_005-M-20210708-COMP	YELL	YELL_005	shrubScrub	44.948383	-110.631377	2112	2021-07-08	M	26.833333333333332	NA	NA	NA	NA	NA	6.531476783340843	5.640861866963761
NIWO_005-M-20210726-COMP	NIWO	NIWO_005	evergreenForest	40.043663	-105.569904	3284.7	2021-07-26	M	15.166666666666668	NA	NA	NA	NA	NA	5.1229455691051715	4.3452131707757005
NIWO_004-M-20210726-COMP	NIWO	NIWO_004	evergreenForest	40.043059	-105.581501	3312.5	2021-07-26	M	15.399999999999999	NA	NA	NA	NA	NA	5.106215809315752	4.1846914054906446
NIWO_004-O-20210726-COMP	NIWO	NIWO_004	evergreenForest	40.043059	-105.581501	3312.5	2021-07-26	O	11.8	NA	NA	NA	NA	NA	4.4	3.87
NIWO_003-M-20210727-COMP	NIWO	NIWO_003	grasslandHerbaceous	40.051247	-105.565041	3494.9	2021-07-27	M	28.433333333333334	NA	NA	NA	NA	NA	5.91951845309201	5.069312386865225
NIWO_002-M-20210728-COMP	NIWO	NIWO_002	evergreenForest	40.041058	-105.547043	3059.6	2021-07-28	M	12.7	NA	NA	NA	NA	NA	4.571461289534102	3.8251014851204492
NIWO_001-O-20210728-COMP	NIWO	NIWO_001	evergreenForest	40.042345	-105.558975	3213.5	2021-07-28	O	14.133333333333333	NA	NA	NA	NA	NA	4.455028094002695	3.727124389871686
SRER_004-M-20210809-COMP	SRER	SRER_004	shrubScrub	31.906778	-110.815262	1044.5	2021-08-09	M	26.366666666666667	6.366666666666666	-18.833333333333332	0.10666666666666667	1.1266666666666667	NA	7.543271808217339	6.837815629137882
SRER_047-M-20210809-COMP	SRER	SRER_047	shrubScrub	31.910358	-110.838435	990.6	2021-08-09	M	25.8	7.366666666666666	-20.766666666666666	0.05	0.73	NA	8.78877282168438	8.13789583370125
SRER_043-M-20210809-COMP	SRER	SRER_043	shrubScrub	31.910099	-110.837175	993.4	2021-08-09	M	26.233333333333334	5.933333333333334	-21.5	0.07	0.8466666666666667	NA	8.659768005410225	8.062928267504592
SRER_006-M-20210809-COMP	SRER	SRER_006	shrubScrub	31.795656	-110.910239	1048.6	2021-08-09	M	26.53333333333333	7	-20.166666666666668	0.07333333333333333	0.6966666666666667	NA	7.2423890277729885	6.190784492134266
SRER_053-M-20210810-COMP	SRER	SRER_053	shrubScrub	31.909824	-110.835912	996.7	2021-08-10	M	24.46666666666667	6.866666666666666	-19.8	0.056666666666666664	0.47	NA	8.57027910293668	8.002612038777182
SRER_052-M-20210810-COMP	SRER	SRER_052	shrubScrub	31.909531	-110.833359	1002.3	2021-08-10	M	26.833333333333332	6.8	-20.099999999999998	0.04666666666666667	0.59	NA	8.723154916194568	8.086253228448685
SRER_005-M-20210810-COMP	SRER	SRER_005	shrubScrub	31.828844	-110.823985	1261.1	2021-08-10	M	27.1	5.7	-18.96666666666667	0.15	2.38	NA	6.333650597752738	5.734876876856362
ONAQ_002-M-20210524-COMP	ONAQ	ONAQ_002	shrubScrub	40.193323	-112.464547	1688	2021-05-24	M	12	7.333333333333333	-23.2	0.11333333333333334	1.8933333333333333	NA	8.651366759320833	7.946742781953442
ONAQ_008-M-20210524-COMP	ONAQ	ONAQ_008	evergreenForest	40.15854	-112.521574	1795.9	2021-05-24	M	11.333333333333334	4.833333333333333	-24.2	0.19666666666666666	1.7433333333333334	NA	8.316453908150951	7.660086463048564
ONAQ_004-M-20210525-COMP	ONAQ	ONAQ_004	shrubScrub	40.185938	-112.47248	1713.7	2021-05-25	M	14.166666666666666	8	-21.866666666666667	0.08666666666666667	1.0533333333333332	NA	9.0107621011902	8.170843835705682
ONAQ_010-M-20210526-COMP	ONAQ	ONAQ_010	evergreenForest	40.201043	-112.497129	1903.7	2021-05-26	M	13.5	4.033333333333333	-23.666666666666668	0.21333333333333335	2.2266666666666666	NA	8.252550648969562	7.547784968960981
ONAQ_005-M-20210527-COMP	ONAQ	ONAQ_005	shrubScrub	40.180775	-112.431854	1614.4	2021-05-27	M	14.533333333333333	8.066666666666666	-19.766666666666666	0.09666666666666666	0.75	NA	8.595863849576412	7.8622420495392875
ONAQ_003-M-20210527-COMP	ONAQ	ONAQ_003	shrubScrub	40.205921	-112.430276	1610.9	2021-05-27	M	16.333333333333336	7.4	-21.966666666666665	0.10666666666666667	1.48	NA	8.52906259967855	7.89413427598213
WREF_001-O-20210621-COMP	WREF	WREF_001	evergreenForest	45.844033	-121.999068	666.4	2021-06-21	O	13.166666666666666	NA	NA	NA	NA	NA	4.293902440845196	3.435722224924258
WREF_004-M-20210622-COMP	WREF	WREF_004	evergreenForest	45.822941	-121.998707	567.8	2021-06-22	M	14.3	NA	NA	NA	NA	NA	5.16	4.37
WREF_004-O-20210622-COMP	WREF	WREF_004	evergreenForest	45.822941	-121.998707	567.8	2021-06-22	O	14.2	NA	NA	NA	NA	NA	4.359275318444722	3.61673401103841
WREF_003-M-20210622-COMP	WREF	WREF_003	evergreenForest	45.831516	-122.018608	602.1	2021-06-22	M	13.8	NA	NA	NA	NA	NA	5.067128104620114	4.314741010663462
WREF_003-O-20210622-COMP	WREF	WREF_003	evergreenForest	45.831516	-122.018608	602.1	2021-06-22	O	14.3	NA	NA	NA	NA	NA	3.97	3.16
WREF_073-O-20210623-COMP	WREF	WREF_073	evergreenForest	45.825842	-121.960125	371.8	2021-06-23	O	15.649999999999999	NA	NA	NA	NA	NA	4.51504474530422	3.673688572020429
WREF_073-M-20210623-COMP	WREF	WREF_073	evergreenForest	45.825842	-121.960125	371.8	2021-06-23	M	14.7	NA	NA	NA	NA	NA	4.97	4.25
TEAK_043-M-20210719-COMP	TEAK	TEAK_043	evergreenForest	36.999698	-119.011037	2141.8	2021-07-19	M	18.4	1.9000000000000001	-24.933333333333334	0.24333333333333335	6.696666666666666	26.7	5.4759090327144495	4.666920662881769
TEAK_002-O-20210720-COMP	TEAK	TEAK_002	evergreenForest	36.978454	-119.035693	2377.1	2021-07-20	O	14	-1.4	-26	1.36	36.86	NA	6.2	5.87
TEAK_003-M-20210726-COMP	TEAK	TEAK_003	evergreenForest	37.012962	-119.010619	2201.1	2021-07-26	M	18.9	2.2333333333333334	-24.4	0.26	6.076666666666666	23.066666666666666	5.884481289602605	5.132917029715702
TEAK_025-M-20210726-COMP	TEAK	TEAK_025	shrubScrub	36.989997	-119.024514	2305	2021-07-26	M	20.266666666666666	1.6	-24.733333333333334	0.18333333333333335	4.5	24.5	5.211493024318454	4.481672771268569
TEAK_004-M-20210726-COMP	TEAK	TEAK_004	evergreenForest	37.001687	-119.036304	2190.5	2021-07-26	M	21.1	2.1666666666666665	-24.3	0.14666666666666667	3.3033333333333332	22.733333333333334	5.601539062925504	4.8485966241469525
TEAK_004-O-20210726-COMP	TEAK	TEAK_004	evergreenForest	37.001687	-119.036304	2190.5	2021-07-26	O	22	-1.5	-26.4	0.64	18.27	NA	5.02	4.3
TEAK_005-M-20210728-COMP	TEAK	TEAK_005	evergreenForest	37.058229	-118.988578	2727.2	2021-07-28	M	19.033333333333335	1.7	-23.2	0.12	3.4266666666666667	28.833333333333336	5.388746473220808	4.643448091527307
TEAK_005-O-20210728-COMP	TEAK	TEAK_005	evergreenForest	37.058229	-118.988578	2727.2	2021-07-28	O	18	-1.7	-26.5	1.12	38.46	NA	5.55	5.04
TOOL_041-O-20210803-COMP	TOOL	TOOL_041	sedgeHerbaceous	68.666666	-149.369752	827.4	2021-08-03	O	8.4	NA	NA	NA	NA	NA	5.381764787734271	5.113455688188569
TOOL_043-O-20210803-COMP	TOOL	TOOL_043	sedgeHerbaceous	68.665514	-149.375519	821.6	2021-08-03	O	8.133333333333333	NA	NA	NA	NA	NA	4.983937855019178	4.211318036784667
TOOL_042-O-20210803-COMP	TOOL	TOOL_042	sedgeHerbaceous	68.664072	-149.381292	805.4	2021-08-03	O	3.4666666666666663	NA	NA	NA	NA	NA	5.339322460152878	4.510074400263498
TOOL_044-O-20210803-COMP	TOOL	TOOL_044	sedgeHerbaceous	68.658157	-149.362189	822.4	2021-08-03	O	3.8	NA	NA	NA	NA	NA	5.2160812025308205	5.041234166632765
TOOL_006-O-20210804-COMP	TOOL	TOOL_006	shrubScrub	68.622127	-149.280182	931.5	2021-08-04	O	4.766666666666667	NA	NA	NA	NA	NA	5.823964703019253	5.020627244895
TOOL_002-O-20210804-COMP	TOOL	TOOL_002	dwarfScrub	68.627943	-149.347229	843.8	2021-08-04	O	2.3	NA	NA	NA	NA	NA	5.32958292308435	5.416668976198324
TOOL_004-O-20210805-COMP	TOOL	TOOL_004	dwarfScrub	68.616768	-149.629355	782.2	2021-08-05	O	4.366666666666667	NA	NA	NA	NA	NA	4.874881982540428	4.256399363512844
TOOL_003-O-20210805-COMP	TOOL	TOOL_003	sedgeHerbaceous	68.640255	-149.642461	707.8	2021-08-05	O	7.833333333333333	NA	NA	NA	NA	NA	6.174145024885092	5.815095009436537
TOOL_005-O-20210806-COMP	TOOL	TOOL_005	dwarfScrub	68.560148	-149.528532	834.7	2021-08-06	O	3	NA	NA	NA	NA	NA	4.933519877416339	4.886442153254061
BONA_009-O-20210707-COMP	BONA	BONA_009	shrubScrub	65.169192	-147.520277	429.6	2021-07-07	O	6.333333333333333	NA	NA	NA	NA	NA	4.532716406642954	4.227223699516469
BONA_004-O-20210707-COMP	BONA	BONA_004	evergreenForest	65.190675	-147.536694	668.9	2021-07-07	O	6.966666666666667	NA	NA	NA	NA	NA	4.435071779268787	4.0774846117274395
BONA_006-O-20210707-COMP	BONA	BONA_006	evergreenForest	65.176107	-147.544089	507	2021-07-07	O	10.233333333333333	NA	NA	NA	NA	NA	4.11691635587743	3.9139034857628174
BONA_001-O-20210708-COMP	BONA	BONA_001	deciduousForest	65.174447	-147.478155	374.1	2021-07-08	O	7.800000000000001	NA	NA	NA	NA	NA	4.126778195420624	4.002020306731386
HEAL_048-O-20210622-COMP	HEAL	HEAL_048	dwarfScrub	63.875088	-149.210438	677.6	2021-06-22	O	3.0666666666666664	0.43333333333333335	-26.066666666666666	1.2533333333333334	43.36	36.13333333333333	3.9042133897917393	3.61083776686583
HEAL_048-M-20210622-COMP	HEAL	HEAL_048	dwarfScrub	63.875088	-149.210438	677.6	2021-06-23	M	3.3	1.15	-25.75	1.46	39.504999999999995	27.75	4.3243823032006485	3.7089646597059387
